RapNet Seller #,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence,Measurements,Lab,Cert #,RapNet Total Price,Depth %,Table %,RapNet Lot #
71269,Round,0.500,H,SI2,Excellent,Excellent,Very Good,None ,5.13-5.15x3.13,IGI,S3C52534,715.0000,60.9,55.50,37403879
71269,Round,0.500,H,SI2,Excellent,Excellent,Very Good,None ,5.08-5.11x3.12,IGI,S3C88050,715.0000,61.2,58.50,37590508
71269,Round,0.500,I,SI1,Excellent,Very Good,Very Good,None ,5.02-5.07x3.19,IGI,S3B62624,782.0000,63.2,59.50,36645397
71269,Round,0.500,G,VS1,Excellent,Excellent,Excellent,None ,5.08-5.10x3.15,GIA,2131951274,1763.0000,61.9,57.00,35970973
71269,Round,0.500,F,SI1,Good,Very Good,Good,Very Slight ,5.00-5.04x3.08,IGI,S3C67527,880.0000,61.4,60.00,37403878
71269,Round,0.500,D,SI1,Very Good,Excellent,Very Good,None ,4.90-4.94x3.22,IGI,S3C33363,1200.0000,65.4,57.00,37006396
71269,Round,0.500,F,VS1,Very Good,Very Good,Very Good,Slight ,4.98-5.00x3.15,IGI,S3C63945,1470.0000,63.2,57.00,37327217
71269,Round,0.500,F,SI2,Very Good,Very Good,Very Good,Very Slight ,5.13-5.17x3.05,IGI,S3C58991,810.0000,59.2,58.00,37327218
71269,Round,0.500,I,I1,Very Good,Very Good,Good,None ,4.96-4.99x3.17,IGI,S3C52536,540.0000,63.7,55.50,37403880
71269,Round,0.500,G,VS1,Excellent,Excellent,Excellent,None ,5.15-5.17x3.08,GIA,2141179191,1763.0000,59.7,60.00,35969397
71269,Round,0.500,F,SI2,Good,Very Good,Very Good,None ,4.91-4.98x3.18,GIA,2136220842,877.5000,64.3,59.00,37814698
71269,Round,0.500,F,SI2,Good,Excellent,Good,None ,4.94-5.00x3.23,GIA,1139161611,877.5000,64.9,57.00,37814699
71269,Round,0.500,F,SI2,Very Good,Very Good,Very Good,None ,4.98-5.01x3.16,GIA,2136242397,918.0000,63.3,59.00,37814700
