RapNet Seller #,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence,Measurements,Lab,Cert #,RapNet Total Price,Depth %,Table %,RapNet Lot #
63050,Round,2.000,G,VVS2,Very Good,Excellent,Very Good,None ,7.90-7.99x5.11,GIA,1139204687 L,30940.0000,64.3,55.00,37782980
63050,Round,2.000,G,VS2,Very Good,Excellent,Excellent,None ,7.99-8.05x5.06,GIA,2126826655 L,23502.0000,63.0,55.00,37000293
63050,Round,2.000,F,VS1,Very Good,Excellent,Excellent,None ,7.94-7.98x5.07,GIA,1139003297 L,32808.0000,63.6,57.00,37047449
63050,Round,2.000,H,SI1,Very Good,Excellent,Excellent,None ,7.88-7.93x5.07,GIA,2126847613 L,17502.0000,64.2,55.00,37049407
63050,Round,2.000,H,VVS1,Very Good,Excellent,Very Good,None ,7.93-8.01x5.08,GIA,5136154136 L,29656.0000,63.8,55.00,37520951
63050,Round,2.000,F,VS2,Very Good,Excellent,Very Good,None ,8.01-8.05x4.99,GIA,2136036087 L,28282.0000,62.2,58.00,37047578
63050,Round,2.000,K,VS1,Excellent,Excellent,Excellent,Faint ,8.03-8.06x5.00,GIA,5136033894 L,14392.0000,62.1,56.00,37047064
63050,Round,2.000,I,SI2,Very Good,Excellent,Excellent,None ,7.90-7.96x5.09,GIA,2136174402 L,14058.0000,64.1,56.00,37619161
63050,Round,2.000,F,VS2,Very Good,Excellent,Very Good,None ,7.89-7.98x5.08,GIA,2126868751 L,28006.0000,64.1,57.00,37047806
63050,Round,2.000,I,VVS1,Very Good,Excellent,Very Good,None ,7.87-8.00x5.10,GIA,2136163482 L,23528.0000,64.3,55.00,37619297
63050,Round,2.000,F,SI2,Very Good,Excellent,Very Good,Medium ,7.86-7.93x5.09,GIA,2136208357 L,14648.0000,64.4,57.00,37808463
63050,Round,2.000,L,VS2,Excellent,Excellent,Very Good,Faint ,8.02-8.11x4.98,GIA,2136009722 L,9172.0000,61.7,59.00,37285262
63050,Round,2.000,E,VS2,Very Good,Excellent,Excellent,Medium ,7.98-8.04x5.03,GIA,2136036007 L,25628.0000,62.8,56.00,37049218
63050,Round,2.000,H,SI1,Very Good,Excellent,Good,Medium ,8.25-8.29x4.83,GIA,1139036201 L,15902.0000,58.4,61.00,37048140
63050,Round,2.000,L,VVS2,Very Good,Excellent,Good,None ,7.85-7.89x5.01,GIA,1139098341 L,10250.0000,63.6,57.00,37521016
63050,Round,2.000,H,VVS1,Good,Excellent,Excellent,None ,7.78-7.82x5.15,GIA,1139050152 L,25020.0000,66.1,57.00,37000104
63050,Round,2.000,I,IF,Very Good,Excellent,Very Good,Medium ,8.05-8.09x4.96,GIA,2136000625 L,21892.0000,61.4,56.00,37050706
63050,Round,2.000,G,VVS1,Very Good,Excellent,Good,None ,8.02-8.14x4.89,GIA,2126974234 L,32202.0000,60.6,63.00,37047445
63050,Round,2.000,J,VVS2,Good,Excellent,Excellent,None ,7.75-7.80x5.14,GIA,5136200707 L,15772.0000,66.1,58.00,37698582
63050,Round,2.000,K,SI1,Excellent,Excellent,Excellent,Faint ,8.04-8.09x5.00,GIA,1139117672 L,10986.0000,62.0,55.00,37586300
63050,Round,2.000,M,SI1,Very Good,Excellent,Excellent,Medium ,7.95-7.98x5.06,GIA,1139208304,7230.0000,63.5,55.00,37872416
63050,Round,2.000,K,VS2,Very Good,Excellent,Very Good,None ,7.79-7.91x5.07,GIA,1129965867 L,11872.0000,64.6,57.00,37000982
63050,Round,2.000,G,VVS1,Very Good,Excellent,Very Good,None ,7.83-7.90x5.07,GIA,2136003424 L,31738.0000,64.5,56.00,37050119
63050,Round,2.000,I,SI1,Very Good,Excellent,Good,Medium ,8.07-8.09x5.00,GIA,1139051513 L,13992.0000,61.9,55.00,37156655
63050,Round,2.000,K,VVS2,Very Good,Excellent,Excellent,None ,7.93-7.98x5.10,GIA,2136145866 L,14438.0000,64.1,55.00,37507582
63050,Round,2.000,H,SI2,Excellent,Very Good,Very Good,Strong ,8.05-8.13x4.99,GIA,2136035965 L,14202.0000,61.7,56.00,37325325
63050,Round,2.000,I,VS2,Very Good,Very Good,Good,None ,7.84-7.91x5.05,GIA,5136154349 L,15862.0000,64.1,56.00,37571741
63050,Round,2.000,F,VS2,Excellent,Excellent,Excellent,Medium ,8.05-8.11x5.00,GIA,2136003288 L,25664.0000,61.8,59.00,37047511
63050,Round,2.000,H,SI2,Very Good,Excellent,Excellent,Faint ,7.90-7.95x5.03,GIA,1139173844,14356.0000,63.5,56.00,37698700
63050,Round,2.000,G,VS2,Very Good,Excellent,Very Good,None ,7.91-7.97x5.02,GIA,5136050139 L,23302.0000,63.2,57.00,37003912
63050,Round,2.000,K,VVS1,Very Good,Excellent,Good,None ,8.04-8.11x4.89,GIA,2126924267 L,16012.0000,60.5,61.00,37483806
63050,Round,2.000,D,VVS1,Excellent,Excellent,Very Good,Medium ,7.99-8.07x5.02,GIA,5136180674 L,56442.0000,62.5,58.00,37609425
63050,Round,2.000,H,SI2,Very Good,Excellent,Good,None ,8.06-8.11x4.90,GIA,5136195676 L,14578.0000,60.7,58.00,37698671
63050,Round,2.000,D,SI1,Excellent,Excellent,Very Good,Strong ,7.99-8.08x5.01,GIA,5136051461 L,23022.0000,62.3,56.00,37049227
63050,Round,2.000,E,VVS2,Very Good,Excellent,Excellent,None ,7.94-7.97x5.07,GIA,5136164010 L,43898.0000,63.7,55.00,37619204
63050,Round,2.000,E,VS2,Very Good,Excellent,Very Good,None ,7.96-8.01x5.03,GIA,2126864855 L,27678.0000,63.0,57.00,37050475
63050,Round,2.000,G,VS1,Very Good,Excellent,Excellent,None ,7.90-7.94x5.09,GIA,5126990802 L,25656.0000,64.3,55.00,37050652
63050,Round,2.000,J,VS2,Very Good,Excellent,Excellent,Faint ,8.10-8.12x4.93,GIA,2136041755 L,13562.0000,60.8,62.00,37000661
63050,Round,2.000,K,VVS1,Very Good,Excellent,Good,None ,7.83-7.96x5.07,GIA,2126932155 L,15692.0000,64.2,57.00,37156625
63050,Round,2.000,L,IF,Very Good,Excellent,Very Good,None ,7.86-7.96x5.09,GIA,5126965799 L,13298.0000,64.3,56.00,37003123
63050,Round,2.000,K,VS1,Very Good,Excellent,Good,None ,7.81-7.91x5.06,GIA,1129928769 L,13492.0000,64.4,58.00,37048984
63050,Round,2.000,M,SI1,Excellent,Excellent,Excellent,None ,8.02-8.08x4.97,GIA,1129944736 L,7758.0000,61.7,59.00,37046569
63050,Round,2.000,J,SI2,Very Good,Excellent,Very Good,None ,7.97-8.01x5.02,GIA,5136174392 L,12544.0000,62.9,55.00,37609473
63050,Round,2.000,M,VVS1,Excellent,Excellent,Excellent,None ,8.04-8.11x4.96,GIA,5126924273 L,12266.0000,61.4,60.00,37048981
63050,Round,2.000,D,VS1,Excellent,Excellent,Very Good,Faint ,8.01-8.07x5.02,GIA,5136036003 L,48388.0000,62.4,57.00,37098047
63050,Round,2.000,F,VVS2,Excellent,Excellent,Very Good,None ,8.12-8.15x4.89,GIA,2141405137 L,42830.0000,60.1,61.00,37050557
63050,Round,2.000,J,VS2,Excellent,Excellent,Excellent,None ,8.04-8.10x4.98,GIA,2136037323 L,15402.0000,61.7,57.00,36963219
63050,Round,2.000,F,VVS2,Excellent,Excellent,Very Good,None ,8.06-8.11x5.03,GIA,2136003332 L,43268.0000,62.2,56.00,37139508
63050,Round,2.000,J,VS1,Excellent,Excellent,Excellent,None ,8.04-8.07x5.00,GIA,2136195571 L,17168.0000,62.1,56.00,37698642
63050,Round,2.000,H,VS2,Excellent,Very Good,Very Good,None ,8.06-8.12x4.94,GIA,2136116985 L,22094.0000,61.1,58.00,37325112
63050,Round,2.000,G,SI2,Excellent,Excellent,Excellent,None ,8.06-8.10x4.97,GIA,2126933311 L,17948.0000,61.6,61.00,37048986
63050,Round,2.000,I,VS1,Excellent,Excellent,Excellent,None ,8.00-8.06x5.01,GIA,2136037444 L,21312.0000,62.4,56.00,37139482
63050,Round,2.000,F,SI2,Excellent,Excellent,Very Good,None ,8.03-8.10x5.02,GIA,5136117714 L,18952.0000,62.2,57.00,37431770
63050,Round,2.000,H,VS1,Excellent,Excellent,Excellent,None ,8.09-8.12x4.93,GIA,2136012340 L,26458.0000,60.8,60.00,37047061
63050,Round,2.000,G,VS1,Excellent,Excellent,Excellent,Faint ,8.03-8.09x4.99,GIA,2136033911 L,29744.0000,61.8,58.00,37050271
63050,Round,2.000,H,SI2,Excellent,Excellent,Excellent,None ,8.03-8.08x4.99,GIA,5136074973 L,17020.0000,61.9,59.00,37407408
63050,Round,2.000,G,SI1,Excellent,Excellent,Excellent,None ,8.03-8.08x5.01,GIA,2136117834 L,21488.0000,62.2,57.00,37431769
63050,Round,2.000,G,VS1,Excellent,Excellent,Very Good,None ,8.01-8.10x4.95,GIA,1139163847 L,29806.0000,61.5,60.00,37656264
63050,Round,2.000,E,VS2,Excellent,Excellent,Excellent,None ,8.02-8.08x5.01,GIA,2136173838 L,35308.0000,62.3,57.00,37801954
63050,Round,2.000,G,VVS2,Excellent,Excellent,Very Good,None ,8.04-8.12x4.99,GIA,1139145800 L,35280.0000,61.8,56.00,37456819
63050,Round,2.000,E,SI1,Excellent,Excellent,Very Good,None ,8.09-8.15x4.91,GIA,2136036362 L,25258.0000,60.5,59.00,36921548
63050,Round,2.000,F,SI2,Excellent,Excellent,Excellent,None ,8.02-8.05x5.02,GIA,5136054975 L,19022.0000,62.4,56.00,37048681
63050,Round,2.000,H,VVS2,Excellent,Excellent,Excellent,None ,8.09-8.14x4.96,GIA,5126965900 L,30392.0000,61.2,58.00,37046594
63050,Round,2.000,D,SI2,Excellent,Excellent,Excellent,Medium ,8.03-8.08x4.98,GIA,1139107430 L,20842.0000,61.9,56.00,37285346
63050,Round,2.000,G,VS1,Excellent,Excellent,Excellent,None ,8.07-8.10x4.95,GIA,1139184500 L,30542.0000,61.2,59.00,37871363
63050,Round,2.000,D,VS2,Excellent,Excellent,Excellent,Faint ,8.05-8.10x4.99,GIA,5136033890 L,37474.0000,61.8,59.00,37048687
63050,Round,2.000,G,VS2,Excellent,Excellent,Excellent,None ,8.03-8.10x5.00,GIA,5136160242 L,27456.0000,62.0,58.00,37571810
63050,Round,2.000,F,SI1,Excellent,Very Good,Excellent,None ,8.11-8.16x4.92,GIA,2126969426 L,23920.0000,60.5,59.00,37050041
63050,Round,2.000,F,SI1,Excellent,Excellent,Excellent,None ,8.00-8.01x5.03,GIA,1139036070 L,24126.0000,62.9,56.00,37049722
63050,Oval,2.000,F,VVS1,Good,Excellent,Very Good,None ,10.19x7.01x4.31,GIA,1139010294 L,31764.0000,61.5,61.00,37003831
63050,Cushion Modified,2.000,G,VVS2,Very Good,Excellent,Very Good,Faint ,7.98x6.83x4.34,GIA,5136012575 L,20060.0000,63.5,61.00,37048627
63050,Cushion Modified,2.000,F,VVS2,Very Good,Excellent,Very Good,None ,7.42x6.64x4.51,GIA,2136164340 L,24654.0000,68.0,62.00,37817280
63050,Cushion Modified,2.000,F,VVS1,Excellent,Excellent,Very Good,None ,7.61x6.91x4.48,GIA,1129991948 L,28098.0000,64.8,65.00,37001075
63050,Cushion Modified,2.000,G,VS2,Very Good,Excellent,Very Good,None ,6.91x6.85x4.65,GIA,2136126239 L,18326.0000,67.8,61.00,37432932
63050,Cushion Modified,2.000,H,VS1,Very Good,Excellent,Very Good,None ,7.45x6.62x4.49,GIA,1139204006 L,16024.0000,67.9,60.00,37838452
63050,Cushion Modified,2.000,E,VVS1,Very Good,Excellent,Very Good,None ,7.09x7.02x4.75,GIA,2136200827 L,34348.0000,67.7,61.00,37835700
63050,Cushion Modified,2.000,H,VVS1,Excellent,Excellent,Very Good,None ,7.30x6.94x4.51,GIA,2141462736 L,19052.0000,65.0,60.00,36959663
63050,Cushion Modified,2.000,G,SI1,Very Good,Excellent,Very Good,None ,7.00x6.93x4.62,GIA,5136228471 L,15964.0000,66.6,58.00,37835701
63050,Heart,2.000,G,IF,Excellent,Excellent,Very Good,None ,7.43x8.74x5.30,GIA,1139118237 L,34790.0000,60.6,56.00,37586419
68800,Round,2.000,H,SI2,Excellent,Very Good,Very Good,None ,7.97-8.02x5.06,GIA,2141169799,16068.0000,63.3,55.00,35979909
77652,Radiant,2.000,I,VS2,,Good,Good,Medium Blue,7.41x6.68x4.90,GIA,16358165,8584.0000,73.4,78.00,30703011
70736,Round,2.000,I,SI1,Good,Very Good,Very Good,None ,7.77-7.85x5.10,IGI,F6C41110,12597.9000,65.3,55.50,37872663
70736,Round,2.000,K,SI2,Very Good,Good,Good,Slight ,7.81-7.86x5.14,IGI,S3A52080,7206.6400,65.5,58.50,31827809
70736,Round,2.000,G,VS2,Good,Very Good,Very Good,Very Strong ,7.73-7.78x5.15,GIA,5116906304,18350.7800,66.0,58.00,30622987
70736,Round,2.000,K,SI2,Fair,Excellent,Good,Faint ,7.66-7.73x5.13,GIA,2126612263,6798.6400,66.7,56.00,34310671
70736,Round,2.000,J,SI1,Fair,Excellent,Good,Strong ,7.60-7.66x5.20,GIA,2121582791,9254.2200,68.0,58.00,30622989
68862,Round,2.000,D,VS1,Very Good,Very Good,Very Good,Strong Blue,8.03-8.04x4.90,GIA,2117976419,40200.0000,61.0,61.00,31911429
68862,Round,2.000,H,VVS1,Excellent,Excellent,Very Good,None ,8.21-8.32x4.91,GIA,7121953042,30810.0000,59.4,60.00,35912653
68862,Round,2.000,K,VS2,Excellent,Excellent,Very Good,Faint ,8.04-8.09x4.97,GIA,7126733832,13552.0000,61.6,57.00,36066807
68862,Round,2.000,K,VS1,Very Good,Very Good,Good,Very Slight ,7.72-7.86x5.13,IGI,S3C40910,12032.0000,57.0,65.50,37572009
68862,Round,2.000,K,VS2,Ideal,Excellent,Very Good,None ,8.06-8.09x5.01,IGI,S3C71491,11968.0000,56.5,62.10,37456988
68862,Round,2.000,K,SI1,Excellent,Excellent,Very Good,None ,7.94-7.99x5.07,IGI,S3C36811,11200.0000,58.5,63.60,37572010