SI3,I,0.23,0.29,850
I1,I,0.23,0.29,670
I2,I,0.23,0.29,520
I3,I,0.23,0.29,330
IF,J,0.23,0.29,1410
VVS1,J,0.23,0.29,1410
VVS2,J,0.23,0.29,1410
VS1,J,0.23,0.29,1160
VS2,J,0.23,0.29,1160
SI1,J,0.23,0.29,1050
SI2,J,0.23,0.29,950
SI3,J,0.23,0.29,850
I1,J,0.23,0.29,670
I2,J,0.23,0.29,520
I3,J,0.23,0.29,330
IF,K,0.23,0.29,1150
VVS1,K,0.23,0.29,1150
VVS2,K,0.23,0.29,1150
VS1,K,0.23,0.29,1000
VS2,K,0.23,0.29,1000
SI1,K,0.23,0.29,860
SI2,K,0.23,0.29,810
SI3,K,0.23,0.29,720
I1,K,0.23,0.29,550
I2,K,0.23,0.29,420
I3,K,0.23,0.29,280
IF,L,0.23,0.29,1150
VVS1,L,0.23,0.29,1150
VVS2,L,0.23,0.29,1150
VS1,L,0.23,0.29,1000
VS2,L,0.23,0.29,1000
SI1,L,0.23,0.29,860
SI2,L,0.23,0.29,810
SI3,L,0.23,0.29,720
I1,L,0.23,0.29,550
I2,L,0.23,0.29,420
I3,L,0.23,0.29,280
IF,M,0.23,0.29,950
VVS1,M,0.23,0.29,950
VVS2,M,0.23,0.29,950
VS1,M,0.23,0.29,850
VS2,M,0.23,0.29,850
SI1,M,0.23,0.29,710
SI2,M,0.23,0.29,610
SI3,M,0.23,0.29,560
I1,M,0.23,0.29,420
I2,M,0.23,0.29,300
I3,M,0.23,0.29,210
IF,N,0.23,0.29,950
VVS1,N,0.23,0.29,950
VVS2,N,0.23,0.29,950
VS1,N,0.23,0.29,850
VS2,N,0.23,0.29,850
SI1,N,0.23,0.29,710
SI2,N,0.23,0.29,610
SI3,N,0.23,0.29,560
I1,N,0.23,0.29,420
I2,N,0.23,0.29,300
I3,N,0.23,0.29,210
IF,D,0.3,0.39,4500
VVS1,D,0.3,0.39,3700
VVS2,D,0.3,0.39,3200
VS1,D,0.3,0.39,2800
VS2,D,0.3,0.39,2600
SI1,D,0.3,0.39,2000
SI2,D,0.3,0.39,1700
SI3,D,0.3,0.39,1500
I1,D,0.3,0.39,1300
I2,D,0.3,0.39,1000
I3,D,0.3,0.39,700
IF,E,0.3,0.39,3800
VVS1,E,0.3,0.39,3400
VVS2,E,0.3,0.39,2900
VS1,E,0.3,0.39,2600
VS2,E,0.3,0.39,2400
SI1,E,0.3,0.39,1900
SI2,E,0.3,0.39,1600
SI3,E,0.3,0.39,1500
I1,E,0.3,0.39,1200
I2,E,0.3,0.39,900
I3,E,0.3,0.39,600
IF,F,0.3,0.39,3600
VVS1,F,0.3,0.39,3300
VVS2,F,0.3,0.39,2700
VS1,F,0.3,0.39,2400
VS2,F,0.3,0.39,2200
SI1,F,0.3,0.39,1800
SI2,F,0.3,0.39,1500
SI3,F,0.3,0.39,1400
I1,F,0.3,0.39,1100
I2,F,0.3,0.39,800
I3,F,0.3,0.39,600
IF,G,0.3,0.39,3300
VVS1,G,0.3,0.39,2900
VVS2,G,0.3,0.39,2500
VS1,G,0.3,0.39,2200
VS2,G,0.3,0.39,1900
SI1,G,0.3,0.39,1600
SI2,G,0.3,0.39,1400
SI3,G,0.3,0.39,1300
I1,G,0.3,0.39,1000
I2,G,0.3,0.39,800
I3,G,0.3,0.39,500
IF,H,0.3,0.39,2900
VVS1,H,0.3,0.39,2600
VVS2,H,0.3,0.39,2300
VS1,H,0.3,0.39,2000
VS2,H,0.3,0.39,1700
SI1,H,0.3,0.39,1500
SI2,H,0.3,0.39,1300
SI3,H,0.3,0.39,1200
I1,H,0.3,0.39,900
I2,H,0.3,0.39,700
I3,H,0.3,0.39,500
IF,I,0.3,0.39,2400
VVS1,I,0.3,0.39,2100
VVS2,I,0.3,0.39,2000
VS1,I,0.3,0.39,1800
VS2,I,0.3,0.39,1500
SI1,I,0.3,0.39,1400
SI2,I,0.3,0.39,1200
SI3,I,0.3,0.39,1100
I1,I,0.3,0.39,900
I2,I,0.3,0.39,700
I3,I,0.3,0.39,500
IF,J,0.3,0.39,1800
VVS1,J,0.3,0.39,1700
VVS2,J,0.3,0.39,1600
VS1,J,0.3,0.39,1400
VS2,J,0.3,0.39,1300
SI1,J,0.3,0.39,1200
SI2,J,0.3,0.39,1100
SI3,J,0.3,0.39,1000
I1,J,0.3,0.39,800
I2,J,0.3,0.39,700
I3,J,0.3,0.39,400
IF,K,0.3,0.39,1600
VVS1,K,0.3,0.39,1500
VVS2,K,0.3,0.39,1400
VS1,K,0.3,0.39,1200
VS2,K,0.3,0.39,1100
SI1,K,0.3,0.39,1000
SI2,K,0.3,0.39,900
